time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,3.6097e+06,4934,4934,2467,6.591e+05,0,6.4218e+06
  1.00,3.6057e+06,6024.7,4676.1,3429.7,6.5937e+05,0.69113,6.4242e+06
  2.00,3.6018e+06,6877.1,4630.5,4265.4,6.5973e+05,1.5907,6.4266e+06
  3.00,3.5978e+06,7598.5,4719.8,5028.5,6.6017e+05,2.676,6.429e+06
  4.00,3.5939e+06,8254.1,4897.5,5753.5,6.6068e+05,3.9344,6.4314e+06
  5.00,3.5898e+06,8884.1,5136.4,6462.2,6.6126e+05,5.3598,6.4337e+06
  6.00,3.5858e+06,9513.4,5420.4,7169.4,6.6192e+05,6.95,6.436e+06
  7.00,3.5816e+06,10158,5740.3,7885.1,6.6264e+05,8.7061,6.4382e+06
  8.00,3.5774e+06,10828,6091.4,8617,6.6343e+05,10.631,6.4404e+06
  9.00,3.5731e+06,11532,6471,9370.8,6.643e+05,12.729,6.4424e+06
 10.00,3.5687e+06,12274,6878.4,10152,6.6525e+05,15.006,6.4444e+06
 11.00,3.5642e+06,13059,7313.7,10964,6.6628e+05,17.469,6.4463e+06
 12.00,3.5597e+06,13891,7777.6,11811,6.6738e+05,20.125,6.4481e+06
 13.00,3.555e+06,14774,8271.4,12698,6.6858e+05,22.984,6.4498e+06
 14.00,3.5502e+06,15710,8796.4,13628,6.6986e+05,26.054,6.4514e+06
 15.00,3.5453e+06,16704,9354.4,14606,6.7124e+05,29.347,6.4529e+06
 16.00,3.5402e+06,17758,9947.1,15634,6.7272e+05,32.874,6.4542e+06
 17.00,3.5351e+06,18878,10577,16718,6.7431e+05,36.648,6.4554e+06
 18.00,3.5297e+06,20065,11245,17861,6.76e+05,40.681,6.4565e+06
 19.00,3.5243e+06,21325,11954,19068,6.7782e+05,44.988,6.4575e+06
 20.00,3.5186e+06,22661,12707,20344,6.7975e+05,49.584,6.4583e+06
 21.00,3.5128e+06,24078,13506,21692,6.8182e+05,54.487,6.4589e+06
 22.00,3.5069e+06,25580,14354,23119,6.8402e+05,59.714,6.4594e+06
 23.00,3.5007e+06,27172,15253,24629,6.8638e+05,65.282,6.4597e+06
 24.00,3.4943e+06,28860,16207,26227,6.8888e+05,71.214,6.4598e+06
 25.00,3.4878e+06,30648,17218,27919,6.9155e+05,77.529,6.4596e+06
 26.00,3.481e+06,32541,18289,29711,6.9439e+05,84.25,6.4593e+06
 27.00,3.4739e+06,34547,19425,31609,6.9742e+05,91.402,6.4588e+06
 28.00,3.4666e+06,36669,20628,33620,7.0064e+05,99.01,6.458e+06
