time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,1.4692e+06,4934,4934,2467,6.591e+05,0,8.5624e+06
  1.00,1.4681e+06,5694.3,4647.6,3427.2,6.5937e+05,0.69097,8.5622e+06
  2.00,1.467e+06,6264.3,4531.9,4247.7,6.5973e+05,1.5886,8.5621e+06
  3.00,1.4659e+06,6720.5,4523.8,4975.9,6.6016e+05,2.6661,8.5621e+06
  4.00,1.4649e+06,7110.5,4584.4,5642.2,6.6067e+05,3.9059,8.562e+06
  5.00,1.4638e+06,7463.6,4690,6266.5,6.6124e+05,5.2959,8.5619e+06
  6.00,1.4627e+06,7798,4825.9,6861.9,6.6186e+05,6.828,8.5617e+06
  7.00,1.4616e+06,8125.4,4983.1,7437.6,6.6255e+05,8.4966,8.5615e+06
  8.00,1.4605e+06,8452.8,5156.1,8000.1,6.6329e+05,10.298,8.5613e+06
  9.00,1.4594e+06,8784.9,5341.8,8554,6.6409e+05,12.229,8.5611e+06
 10.00,1.4582e+06,9124.7,5538.3,9103.2,6.6494e+05,14.289,8.5607e+06
 11.00,1.4571e+06,9474.1,5744.3,9650.5,6.6585e+05,16.477,8.5603e+06
 12.00,1.4559e+06,9834.7,5959.5,10199,6.6682e+05,18.793,8.5599e+06
 13.00,1.4547e+06,10208,6183.5,10750,6.6783e+05,21.237,8.5594e+06
 14.00,1.4535e+06,10593,6416.4,11305,6.689e+05,23.81,8.5589e+06
 15.00,1.4523e+06,10993,6658.1,11868,6.7003e+05,26.513,8.5582e+06
 16.00,1.451e+06,11407,6909,12439,6.7122e+05,29.349,8.5575e+06
 17.00,1.4497e+06,11836,7169.3,13019,6.7246e+05,32.319,8.5568e+06
 18.00,1.4484e+06,12280,7439.1,13611,6.7376e+05,35.425,8.556e+06
 19.00,1.4471e+06,12740,7718.9,14215,6.7512e+05,38.671,8.5551e+06
 20.00,1.4457e+06,13218,8008.9,14833,6.7654e+05,42.06,8.5541e+06
 21.00,1.4443e+06,13712,8309.5,15466,6.7802e+05,45.594,8.553e+06
 22.00,1.4429e+06,14224,8621.1,16116,6.7957e+05,49.279,8.5519e+06
 23.00,1.4415e+06,14755,8943.9,16783,6.8118e+05,53.116,8.5507e+06
 24.00,1.44e+06,15304,9278.5,17469,6.8286e+05,57.112,8.5493e+06
 25.00,1.4385e+06,15873,9625.1,18176,6.8461e+05,61.27,8.5479e+06
 26.00,1.437e+06,16463,9984.2,18903,6.8643e+05,65.596,8.5464e+06
 27.00,1.4354e+06,17073,10356,19653,6.8832e+05,70.094,8.5448e+06
 28.00,1.4339e+06,17706,10741,20427,6.9029e+05,74.769,8.5431e+06
 29.00,1.4322e+06,18360,11140,21225,6.9234e+05,79.628,8.5413e+06
 30.00,1.4306e+06,19038,11554,22049,6.9447e+05,84.676,8.5394e+06
 31.00,1.4289e+06,19739,11982,22900,6.9668e+05,89.92,8.5374e+06
 32.00,1.4271e+06,20464,12425,23779,6.9898e+05,95.365,8.5353e+06
 33.00,1.4254e+06,21215,12883,24687,7.0136e+05,101.02,8.533e+06
 34.00,1.4235e+06,21992,13358,25626,7.0384e+05,106.89,8.5306e+06
 35.00,1.4217e+06,22796,13849,26597,7.0642e+05,112.98,8.5281e+06
 36.00,1.4198e+06,23628,14357,27600,7.0909e+05,119.3,8.5255e+06
 37.00,1.4178e+06,24487,14883,28638,7.1186e+05,125.86,8.5227e+06
 38.00,1.4159e+06,25377,15428,29711,7.1474e+05,132.67,8.5197e+06
 39.00,1.4138e+06,26296,15990,30821,7.1773e+05,139.73,8.5167e+06
 40.00,1.4117e+06,27246,16573,31968,7.2083e+05,147.06,8.5134e+06
 41.00,1.4096e+06,28228,17174,33155,7.2404e+05,154.65,8.5101e+06
 42.00,1.4074e+06,29242,17797,34382,7.2738e+05,162.53,8.5065e+06
 43.00,1.4052e+06,30291,18440,35651,7.3084e+05,170.7,8.5028e+06
 44.00,1.4029e+06,31373,19105,36963,7.3443e+05,179.17,8.4989e+06
 45.00,1.4005e+06,32491,19792,38320,7.3815e+05,187.95,8.4949e+06
 46.00,1.3981e+06,33646,20502,39722,7.4201e+05,197.06,8.4906e+06
 47.00,1.3956e+06,34837,21235,41172,7.4601e+05,206.49,8.4862e+06
 48.00,1.3931e+06,36067,21992,42671,7.5016e+05,216.27,8.4816e+06
 49.00,1.3905e+06,37335,22774,44220,7.5446e+05,226.41,8.4767e+06
 50.00,1.3878e+06,38644,23581,45820,7.5891e+05,236.91,8.4717e+06
 51.00,1.3851e+06,39994,24414,47474,7.6353e+05,247.8,8.4664e+06
 52.00,1.3822e+06,41385,25273,49183,7.6832e+05,259.07,8.461e+06
 53.00,1.3794e+06,42819,26159,50947,7.7327e+05,270.75,8.4553e+06
 54.00,1.3764e+06,44297,27074,52770,7.7841e+05,282.85,8.4493e+06
 55.00,1.3734e+06,45819,28016,54651,7.8373e+05,295.38,8.4432e+06
 56.00,1.3703e+06,47386,28988,56594,7.8924e+05,308.36,8.4367e+06
 57.00,1.3671e+06,49000,29989,58598,7.9495e+05,321.8,8.4301e+06
 58.00,1.3638e+06,50660,31020,60667,8.0086e+05,335.71,8.4231e+06
