time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,4.68e+06,4934,4934,2467,6.591e+05,0,5.3515e+06
  1.00,4.6746e+06,6033.9,4676.9,3429.8,6.5937e+05,0.69113,5.3553e+06
  2.00,4.6692e+06,6893.9,4633.3,4265.9,6.5973e+05,1.5908,5.3592e+06
  3.00,4.6638e+06,7622.4,4725.2,5030,6.6017e+05,2.6763,5.363e+06
  4.00,4.6584e+06,8285,4906,5756.5,6.6068e+05,3.9352,5.3668e+06
  5.00,4.6529e+06,8922.1,5148.5,6467.6,6.6126e+05,5.3615,5.3706e+06
  6.00,4.6473e+06,9559,5436.4,7177.7,6.6192e+05,6.9534,5.3744e+06
  7.00,4.6417e+06,10212,5760.6,7897.2,6.6264e+05,8.7119,5.378e+06
  8.00,4.636e+06,10890,6116.2,8633.6,6.6344e+05,10.64,5.3817e+06
  9.00,4.6301e+06,11603,6500.7,9392.7,6.6431e+05,12.743,5.3853e+06
 10.00,4.6242e+06,12355,6913.4,10179,6.6526e+05,15.025,5.3888e+06
 11.00,4.6181e+06,13150,7354.3,10998,6.6629e+05,17.496,5.3923e+06
 12.00,4.6119e+06,13993,7824.3,11854,6.674e+05,20.161,5.3957e+06
 13.00,4.6055e+06,14887,8324.4,12749,6.686e+05,23.03,5.399e+06
 14.00,4.599e+06,15835,8856.3,13688,6.6989e+05,26.114,5.4023e+06
 15.00,4.5924e+06,16842,9421.4,14676,6.7128e+05,29.422,5.4055e+06
 16.00,4.5856e+06,17909,10022,15715,6.7276e+05,32.967,5.4085e+06
 17.00,4.5786e+06,19042,10659,16811,6.7436e+05,36.76,5.4115e+06
 18.00,4.5714e+06,20244,11336,17967,6.7606e+05,40.816,5.4145e+06
 19.00,4.564e+06,21519,12054,19188,6.7789e+05,45.15,5.4173e+06
 20.00,4.5564e+06,22870,12816,20478,6.7983e+05,49.776,5.42e+06
 21.00,4.5486e+06,24303,13625,21843,6.8192e+05,54.712,5.4225e+06
 22.00,4.5406e+06,25821,14483,23286,6.8414e+05,59.976,5.425e+06
 23.00,4.5323e+06,27430,15392,24813,6.865e+05,65.586,5.4274e+06
 24.00,4.5237e+06,29135,16356,26430,6.8903e+05,71.562,5.4296e+06
 25.00,4.5149e+06,30939,17378,28142,6.9172e+05,77.927,5.4316e+06
 26.00,4.5058e+06,32850,18460,29954,6.9459e+05,84.703,5.4336e+06
 27.00,4.4964e+06,34872,19607,31873,6.9764e+05,91.914,5.4353e+06
 28.00,4.4866e+06,37010,20821,33906,7.0089e+05,99.586,5.4369e+06
 29.00,4.4765e+06,39272,22106,36058,7.0435e+05,107.75,5.4383e+06
 30.00,4.466e+06,41663,23466,38337,7.0802e+05,116.42,5.4396e+06
 31.00,4.4552e+06,44189,24905,40750,7.1193e+05,125.65,5.4406e+06
 32.00,4.4439e+06,46857,26427,43304,7.1609e+05,135.45,5.4414e+06
 33.00,4.4322e+06,49673,28035,46007,7.2051e+05,145.87,5.442e+06
 34.00,4.4201e+06,52645,29734,48867,7.2521e+05,156.93,5.4424e+06
 35.00,4.4075e+06,55779,31528,51893,7.302e+05,168.68,5.4425e+06
 36.00,4.3944e+06,59083,33422,55093,7.355e+05,181.16,5.4424e+06
 37.00,4.3807e+06,62563,35421,58477,7.4113e+05,194.41,5.442e+06
 38.00,4.3666e+06,66227,37529,62053,7.471e+05,208.47,5.4413e+06
 39.00,4.3518e+06,70082,39750,65831,7.5344e+05,223.38,5.4403e+06
 40.00,4.3365e+06,74135,42090,69821,7.6017e+05,239.2,5.439e+06
 41.00,4.3205e+06,78394,44554,74034,7.6731e+05,255.98,5.4374e+06
 42.00,4.3039e+06,82866,47146,78479,7.7487e+05,273.77,5.4354e+06
 43.00,4.2865e+06,87557,49871,83167,7.8289e+05,292.63,5.433e+06
 44.00,4.2685e+06,92474,52734,88110,7.9139e+05,312.6,5.4303e+06
 45.00,4.2497e+06,97624,55740,93318,8.004e+05,333.76,5.4271e+06
 46.00,4.2302e+06,1.0301e+05,58894,98802,8.0994e+05,356.17,5.4236e+06
 47.00,4.2099e+06,1.0864e+05,62199,1.0457e+05,8.2004e+05,379.89,5.4196e+06
 48.00,4.1887e+06,1.1453e+05,65661,1.1064e+05,8.3072e+05,405,5.4151e+06
 49.00,4.1666e+06,1.2066e+05,69283,1.1702e+05,8.4203e+05,431.55,5.4101e+06
 50.00,4.1437e+06,1.2705e+05,73069,1.2372e+05,8.5399e+05,459.63,5.4047e+06
 51.00,4.1198e+06,1.337e+05,77022,1.3076e+05,8.6663e+05,489.32,5.3987e+06
 52.00,4.095e+06,1.4062e+05,81145,1.3813e+05,8.7999e+05,520.68,5.3922e+06
 53.00,4.0692e+06,1.4779e+05,85441,1.4586e+05,8.9411e+05,553.81,5.3851e+06
 54.00,4.0425e+06,1.5523e+05,89912,1.5396e+05,9.0901e+05,588.78,5.3774e+06
 55.00,4.0147e+06,1.6292e+05,94559,1.6242e+05,9.2473e+05,625.68,5.3691e+06
 56.00,3.9858e+06,1.7087e+05,99382,1.7127e+05,9.4132e+05,664.61,5.3602e+06
 57.00,3.9559e+06,1.7908e+05,1.0438e+05,1.805e+05,9.588e+05,705.64,5.3507e+06
 58.00,3.9249e+06,1.8752e+05,1.0955e+05,1.9013e+05,9.7723e+05,748.87,5.3404e+06
 59.00,3.8927e+06,1.962e+05,1.149e+05,2.0017e+05,9.9663e+05,794.4,5.3295e+06
 60.00,3.8595e+06,2.0511e+05,1.2042e+05,2.1061e+05,1.0171e+06,842.31,5.3179e+06
 61.00,3.8252e+06,2.1422e+05,1.261e+05,2.2146e+05,1.0385e+06,892.71,5.3055e+06
 62.00,3.7897e+06,2.2353e+05,1.3194e+05,2.3272e+05,1.0611e+06,945.69,5.2924e+06
 63.00,3.7531e+06,2.3301e+05,1.3793e+05,2.4439e+05,1.0848e+06,1001.3,5.2786e+06
 64.00,3.7154e+06,2.4266e+05,1.4406e+05,2.5647e+05,1.1098e+06,1059.8,5.2639e+06
 65.00,3.6765e+06,2.5244e+05,1.5033e+05,2.6895e+05,1.1359e+06,1121.1,5.2485e+06
 66.00,3.6366e+06,2.6232e+05,1.5672e+05,2.8184e+05,1.1633e+06,1185.3,5.2323e+06
 67.00,3.5955e+06,2.7229e+05,1.6322e+05,2.9511e+05,1.192e+06,1252.6,5.2154e+06
 68.00,3.5534e+06,2.8232e+05,1.6981e+05,3.0876e+05,1.222e+06,1323.1,5.1975e+06
 69.00,3.5103e+06,2.9236e+05,1.7649e+05,3.2278e+05,1.2534e+06,1396.7,5.1789e+06
 70.00,3.4662e+06,3.0239e+05,1.8322e+05,3.3714e+05,1.2863e+06,1473.7,5.1595e+06
 71.00,3.4211e+06,3.1236e+05,1.8999e+05,3.5182e+05,1.3205e+06,1554.1,5.1393e+06
 72.00,3.3751e+06,3.2225e+05,1.9679e+05,3.6681e+05,1.3563e+06,1637.9,5.1183e+06
 73.00,3.3282e+06,3.32e+05,2.0358e+05,3.8208e+05,1.3935e+06,1725.3,5.0965e+06
 74.00,3.2805e+06,3.4159e+05,2.1034e+05,3.9759e+05,1.4323e+06,1816.2,5.0739e+06
