time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,2.5394e+06,4934,4934,2467,6.591e+05,0,7.4921e+06
  1.00,2.5369e+06,5641.3,4643,3426.8,6.5937e+05,0.69095,7.4934e+06
  2.00,2.5344e+06,6166.3,4516.1,4244.8,6.5973e+05,1.5882,7.4948e+06
  3.00,2.5319e+06,6581,4492.5,4967.5,6.6016e+05,2.6645,7.4962e+06
  4.00,2.5294e+06,6930.4,4534.7,5624.5,6.6067e+05,3.9013,7.4977e+06
  5.00,2.5269e+06,7242.1,4619.6,6235.4,6.6123e+05,5.2857,7.499e+06
  6.00,2.5244e+06,7533.6,4732.8,6813.3,6.6185e+05,6.8086,7.5004e+06
  7.00,2.5219e+06,7815.7,4865.5,7367.2,6.6254e+05,8.4634,7.5018e+06
  8.00,2.5194e+06,8095.1,5012.3,7903.6,6.6327e+05,10.245,7.5031e+06
  9.00,2.5168e+06,8376.1,5169.9,8427.1,6.6406e+05,12.151,7.5044e+06
 10.00,2.5142e+06,8661.6,5336.3,8941.5,6.649e+05,14.177,7.5056e+06
 11.00,2.5116e+06,8953.4,5510.3,9449.6,6.6579e+05,16.323,7.5068e+06
 12.00,2.509e+06,9252.6,5691.3,9953.9,6.6673e+05,18.587,7.508e+06
 13.00,2.5063e+06,9560.1,5878.9,10456,6.6772e+05,20.968,7.5092e+06
 14.00,2.5036e+06,9876.6,6073,10959,6.6876e+05,23.466,7.5103e+06
 15.00,2.5009e+06,10203,6273.6,11463,6.6985e+05,26.082,7.5114e+06
 16.00,2.4981e+06,10538,6480.7,11970,6.7099e+05,28.816,7.5124e+06
 17.00,2.4953e+06,10885,6694.4,12482,6.7218e+05,31.669,7.5134e+06
 18.00,2.4925e+06,11241,6914.9,13000,6.7342e+05,34.642,7.5143e+06
 19.00,2.4897e+06,11609,7142.2,13524,6.7472e+05,37.736,7.5152e+06
 20.00,2.4868e+06,11988,7376.7,14056,6.7607e+05,40.953,7.5161e+06
 21.00,2.4839e+06,12378,7618.4,14598,6.7747e+05,44.296,7.5169e+06
 22.00,2.4809e+06,12781,7867.6,15149,6.7892e+05,47.767,7.5177e+06
 23.00,2.478e+06,13195,8124.5,15711,6.8043e+05,51.367,7.5184e+06
 24.00,2.4749e+06,13622,8389.2,16286,6.82e+05,55.099,7.5191e+06
 25.00,2.4719e+06,14062,8662,16872,6.8363e+05,58.968,7.5197e+06
 26.00,2.4688e+06,14515,8943.1,17473,6.8531e+05,62.974,7.5202e+06
 27.00,2.4656e+06,14982,9232.7,18088,6.8705e+05,67.123,7.5207e+06
 28.00,2.4624e+06,15462,9531.1,18718,6.8886e+05,71.416,7.5212e+06
 29.00,2.4592e+06,15957,9838.4,19364,6.9073e+05,75.859,7.5215e+06
 30.00,2.4559e+06,16466,10155,20026,6.9267e+05,80.454,7.5219e+06
 31.00,2.4526e+06,16991,10481,20706,6.9467e+05,85.206,7.5221e+06
 32.00,2.4492e+06,17530,10816,21405,6.9674e+05,90.119,7.5223e+06
 33.00,2.4458e+06,18086,11162,22122,6.9888e+05,95.196,7.5225e+06
 34.00,2.4423e+06,18657,11517,22859,7.0109e+05,100.44,7.5225e+06
 35.00,2.4388e+06,19244,11883,23616,7.0338e+05,105.87,7.5225e+06
 36.00,2.4352e+06,19849,12260,24394,7.0574e+05,111.47,7.5224e+06
 37.00,2.4316e+06,20471,12648,25194,7.0819e+05,117.25,7.5223e+06
 38.00,2.4279e+06,21110,13046,26016,7.1071e+05,123.22,7.5221e+06
 39.00,2.4242e+06,21767,13456,26861,7.1332e+05,129.39,7.5218e+06
 40.00,2.4204e+06,22442,13878,27730,7.1601e+05,135.76,7.5214e+06
 41.00,2.4165e+06,23136,14312,28624,7.1879e+05,142.34,7.5209e+06
 42.00,2.4126e+06,23850,14758,29543,7.2166e+05,149.12,7.5203e+06
 43.00,2.4086e+06,24582,15216,30488,7.2462e+05,156.12,7.5197e+06
 44.00,2.4045e+06,25335,15687,31459,7.2768e+05,163.35,7.519e+06
 45.00,2.4004e+06,26108,16171,32457,7.3083e+05,170.81,7.5182e+06
 46.00,2.3962e+06,26901,16669,33484,7.3409e+05,178.5,7.5172e+06
 47.00,2.3919e+06,27715,17179,34539,7.3745e+05,186.44,7.5162e+06
 48.00,2.3876e+06,28551,17704,35623,7.4091e+05,194.62,7.5151e+06
 49.00,2.3832e+06,29409,18242,36738,7.4449e+05,203.06,7.5139e+06
 50.00,2.3787e+06,30288,18795,37883,7.4818e+05,211.77,7.5126e+06
 51.00,2.3742e+06,31190,19363,39059,7.5198e+05,220.74,7.5112e+06
 52.00,2.3695e+06,32115,19945,40268,7.559e+05,230,7.5097e+06
 53.00,2.3648e+06,33063,20542,41510,7.5995e+05,239.54,7.508e+06
 54.00,2.36e+06,34035,21155,42785,7.6412e+05,249.37,7.5063e+06
 55.00,2.3551e+06,35030,21783,44094,7.6842e+05,259.51,7.5044e+06
 56.00,2.3501e+06,36049,22427,45437,7.7285e+05,269.95,7.5024e+06
 57.00,2.345e+06,37093,23086,46817,7.7741e+05,280.71,7.5003e+06
 58.00,2.3399e+06,38161,23762,48232,7.8212e+05,291.8,7.498e+06
 59.00,2.3346e+06,39254,24455,49684,7.8696e+05,303.22,7.4957e+06
 60.00,2.3293e+06,40373,25164,51174,7.9196e+05,314.99,7.4931e+06
 61.00,2.3238e+06,41516,25890,52702,7.971e+05,327.11,7.4905e+06
 62.00,2.3183e+06,42686,26633,54268,8.024e+05,339.59,7.4877e+06
 63.00,2.3127e+06,43880,27393,55874,8.0785e+05,352.44,7.4848e+06
 64.00,2.3069e+06,45101,28170,57519,8.1347e+05,365.67,7.4817e+06
 65.00,2.3011e+06,46348,28965,59205,8.1925e+05,379.28,7.4785e+06
 66.00,2.2952e+06,47621,29777,60932,8.2521e+05,393.3,7.4752e+06
 67.00,2.2891e+06,48920,30607,62700,8.3133e+05,407.72,7.4717e+06
 68.00,2.2829e+06,50245,31455,64511,8.3764e+05,422.56,7.468e+06
 69.00,2.2767e+06,51597,32320,66364,8.4413e+05,437.83,7.4642e+06
 70.00,2.2703e+06,52974,33204,68259,8.508e+05,453.53,7.4602e+06
 71.00,2.2638e+06,54378,34105,70198,8.5766e+05,469.69,7.456e+06
 72.00,2.2572e+06,55807,35025,72181,8.6472e+05,486.3,7.4517e+06
 73.00,2.2505e+06,57262,35962,74207,8.7198e+05,503.37,7.4472e+06
 74.00,2.2436e+06,58743,36917,76278,8.7945e+05,520.93,7.4425e+06
 75.00,2.2367e+06,60249,37890,78393,8.8712e+05,538.97,7.4377e+06
 76.00,2.2296e+06,61780,38881,80554,8.95e+05,557.52,7.4326e+06
 77.00,2.2224e+06,63335,39889,82759,9.031e+05,576.57,7.4274e+06
 78.00,2.2151e+06,64915,40914,85009,9.1142e+05,596.14,7.422e+06
 79.00,2.2076e+06,66518,41957,87304,9.1997e+05,616.24,7.4164e+06
 80.00,2.2e+06,68145,43017,89644,9.2875e+05,636.89,7.4107e+06
 81.00,2.1923e+06,69794,44093,92029,9.3777e+05,658.08,7.4047e+06
 82.00,2.1845e+06,71466,45186,94459,9.4702e+05,679.84,7.3985e+06
 83.00,2.1766e+06,73158,46295,96934,9.5652e+05,702.17,7.3921e+06
 84.00,2.1685e+06,74871,47419,99453,9.6627e+05,725.08,7.3856e+06
 85.00,2.1603e+06,76604,48559,1.0202e+05,9.7627e+05,748.58,7.3788e+06
 86.00,2.152e+06,78356,49714,1.0462e+05,9.8652e+05,772.69,7.3718e+06
 87.00,2.1435e+06,80125,50883,1.0727e+05,9.9704e+05,797.41,7.3646e+06
 88.00,2.1349e+06,81912,52066,1.0997e+05,1.0078e+06,822.75,7.3572e+06
 89.00,2.1262e+06,83713,53262,1.127e+05,1.0189e+06,848.73,7.3496e+06
 90.00,2.1173e+06,85530,54470,1.1547e+05,1.0302e+06,875.35,7.3417e+06
 91.00,2.1084e+06,87360,55690,1.1829e+05,1.0418e+06,902.62,7.3337e+06
 92.00,2.0992e+06,89201,56922,1.2115e+05,1.0537e+06,930.55,7.3254e+06
 93.00,2.09e+06,91053,58164,1.2404e+05,1.0659e+06,959.16,7.317e+06
 94.00,2.0807e+06,92915,59415,1.2697e+05,1.0783e+06,988.44,7.3082e+06
 95.00,2.0712e+06,94784,60675,1.2993e+05,1.0911e+06,1018.4,7.2993e+06
 96.00,2.0616e+06,96659,61942,1.3294e+05,1.1041e+06,1049.1,7.2902e+06
 97.00,2.0518e+06,98538,63217,1.3597e+05,1.1175e+06,1080.5,7.2808e+06
 98.00,2.042e+06,1.0042e+05,64497,1.3903e+05,1.1312e+06,1112.5,7.2712e+06
 99.00,2.032e+06,1.023e+05,65782,1.4213e+05,1.1451e+06,1145.3,7.2614e+06
100.00,2.0219e+06,1.0418e+05,67070,1.4525e+05,1.1594e+06,1178.9,7.2514e+06
101.00,2.0117e+06,1.0606e+05,68361,1.484e+05,1.174e+06,1213.1,7.2411e+06
102.00,2.0014e+06,1.0794e+05,69653,1.5157e+05,1.1889e+06,1248.1,7.2307e+06
103.00,1.9909e+06,1.098e+05,70945,1.5477e+05,1.2041e+06,1283.9,7.22e+06
104.00,1.9804e+06,1.1166e+05,72235,1.5798e+05,1.2196e+06,1320.3,7.2091e+06
