time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,1.4692e+06,4934,4934,2467,6.591e+05,0,8.5624e+06
  1.00,1.4681e+06,4951,4583.3,3421.4,6.5937e+05,0.69063,8.563e+06
  2.00,1.467e+06,4910.6,4311.4,4208,6.5973e+05,1.5836,8.5637e+06
  3.00,1.466e+06,4833.9,4092.7,4858.8,6.6015e+05,2.6438,8.5645e+06
  4.00,1.465e+06,4734.7,3910.3,5397.9,6.6064e+05,3.8424,8.5652e+06
  5.00,1.464e+06,4622,3753,5843.4,6.6118e+05,5.1556,8.566e+06
  6.00,1.463e+06,4501.8,3613.4,6209.6,6.6175e+05,6.5632,8.5667e+06
  7.00,1.462e+06,4378.1,3486.6,6507.6,6.6236e+05,8.0481,8.5675e+06
  8.00,1.4611e+06,4253.3,3369.3,6746.9,6.6299e+05,9.5955,8.5683e+06
  9.00,1.4601e+06,4129.1,3259.1,6934.9,6.6365e+05,11.193,8.5691e+06
 10.00,1.4592e+06,4006.6,3154.8,7078.3,6.6432e+05,12.828,8.5699e+06
 11.00,1.4583e+06,3886.4,3055.2,7182.5,6.6501e+05,14.493,8.5707e+06
 12.00,1.4574e+06,3768.9,2959.6,7252.4,6.657e+05,16.177,8.5716e+06
 13.00,1.4565e+06,3654.3,2867.6,7292.1,6.664e+05,17.875,8.5724e+06
 14.00,1.4556e+06,3542.7,2778.8,7305.5,6.671e+05,19.578,8.5732e+06
 15.00,1.4547e+06,3434.3,2693,7295.7,6.678e+05,21.282,8.5741e+06
 16.00,1.4539e+06,3328.9,2610,7265.8,6.685e+05,22.982,8.575e+06
 17.00,1.453e+06,3226.6,2529.6,7218.2,6.6919e+05,24.672,8.5758e+06
 18.00,1.4522e+06,3127.3,2451.7,7155.3,6.6988e+05,26.349,8.5767e+06
 19.00,1.4513e+06,3030.9,2376.2,7079.3,6.7057e+05,28.01,8.5776e+06
 20.00,1.4505e+06,2937.4,2303,6991.8,6.7124e+05,29.652,8.5785e+06
 21.00,1.4497e+06,2846.8,2232,6894.6,6.7191e+05,31.272,8.5794e+06
 22.00,1.4488e+06,2758.8,2163.2,6789.2,6.7256e+05,32.868,8.5803e+06
 23.00,1.448e+06,2673.5,2096.5,6676.8,6.7321e+05,34.44,8.5812e+06
 24.00,1.4472e+06,2590.8,2031.8,6558.6,6.7384e+05,35.984,8.5821e+06
 25.00,1.4464e+06,2510.6,1969.1,6435.8,6.7446e+05,37.5,8.583e+06
 26.00,1.4456e+06,2432.9,1908.2,6309.1,6.7507e+05,38.987,8.5839e+06
 27.00,1.4449e+06,2357.4,1849.2,6179.5,6.7566e+05,40.444,8.5848e+06
 28.00,1.4441e+06,2284.3,1792,6047.7,6.7625e+05,41.87,8.5858e+06
 29.00,1.4433e+06,2213.4,1736.6,5914.3,6.7682e+05,43.266,8.5867e+06
 30.00,1.4425e+06,2144.7,1682.8,5779.9,6.7737e+05,44.63,8.5876e+06
 31.00,1.4418e+06,2078.1,1630.6,5645,6.7791e+05,45.963,8.5886e+06
