time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,4.68e+06,4934,4934,2467,6.591e+05,0,5.3515e+06
  1.00,4.6746e+06,5877.7,4663.4,3428.6,6.5937e+05,0.69106,5.3555e+06
  2.00,4.6692e+06,6602.9,4586.5,4257.5,6.5973e+05,1.5898,5.3595e+06
  3.00,4.6638e+06,7202.9,4632,5005,6.6017e+05,2.6716,5.3635e+06
  4.00,4.6585e+06,7734.7,4756.5,5703.7,6.6067e+05,3.9217,5.3675e+06
  5.00,4.653e+06,8233.5,4934.2,6374.2,6.6125e+05,5.3311,5.3715e+06
  6.00,4.6475e+06,8720.9,5149.3,7030.5,6.6189e+05,6.8952,5.3754e+06
  7.00,4.642e+06,9210.6,5392.6,7681.9,6.626e+05,8.6117,5.3794e+06
  8.00,4.6364e+06,9711.3,5658.6,8335.4,6.6337e+05,10.48,5.3833e+06
  9.00,4.6307e+06,10229,5944.5,8995.9,6.6421e+05,12.502,5.3871e+06
 10.00,4.6249e+06,10767,6248.7,9667.5,6.6511e+05,14.679,5.391e+06
 11.00,4.6191e+06,11329,6570.4,10354,6.6608e+05,17.015,5.3948e+06
 12.00,4.6131e+06,11917,6909.7,11057,6.6712e+05,19.512,5.3985e+06
 13.00,4.6071e+06,12532,7266.6,11781,6.6823e+05,22.176,5.4022e+06
 14.00,4.6009e+06,13177,7641.8,12528,6.6942e+05,25.012,5.4059e+06
 15.00,4.5946e+06,13853,8035.9,13301,6.7068e+05,28.025,5.4095e+06
 16.00,4.5883e+06,14562,8449.6,14101,6.7202e+05,31.221,5.4131e+06
 17.00,4.5818e+06,15305,8883.7,14931,6.7344e+05,34.608,5.4166e+06
 18.00,4.5752e+06,16084,9339,15793,6.7494e+05,38.191,5.4201e+06
 19.00,4.5684e+06,16900,9816.6,16690,6.7653e+05,41.98,5.4236e+06
 20.00,4.5615e+06,17755,10317,17625,6.7821e+05,45.983,5.4269e+06
 21.00,4.5545e+06,18650,10842,18599,6.7999e+05,50.208,5.4303e+06
 22.00,4.5474e+06,19589,11392,19615,6.8187e+05,54.666,5.4335e+06
 23.00,4.54e+06,20571,11969,20676,6.8385e+05,59.366,5.4367e+06
 24.00,4.5325e+06,21599,12573,21783,6.8594e+05,64.318,5.4398e+06
 25.00,4.5249e+06,22675,13205,22941,6.8814e+05,69.535,5.4429e+06
 26.00,4.517e+06,23801,13868,24150,6.9046e+05,75.028,5.4459e+06
 27.00,4.509e+06,24979,14561,25414,6.929e+05,80.809,5.4488e+06
 28.00,4.5008e+06,26211,15286,26736,6.9547e+05,86.892,5.4517e+06
 29.00,4.4924e+06,27498,16046,28117,6.9817e+05,93.291,5.4544e+06
 30.00,4.4837e+06,28844,16840,29562,7.0102e+05,100.02,5.4571e+06
 31.00,4.4749e+06,30250,17671,31074,7.0401e+05,107.09,5.4597e+06
 32.00,4.4658e+06,31718,18539,32654,7.0716e+05,114.53,5.4622e+06
 33.00,4.4565e+06,33252,19446,34306,7.1047e+05,122.34,5.4646e+06
 34.00,4.4469e+06,34852,20394,36034,7.1394e+05,130.54,5.4669e+06
 35.00,4.437e+06,36521,21385,37840,7.1759e+05,139.16,5.4691e+06
 36.00,4.4269e+06,38262,22419,39728,7.2143e+05,148.21,5.4711e+06
 37.00,4.4165e+06,40077,23498,41701,7.2546e+05,157.7,5.4731e+06
 38.00,4.4058e+06,41968,24624,43762,7.2969e+05,167.67,5.4749e+06
 39.00,4.3948e+06,43938,25798,45916,7.3412e+05,178.13,5.4767e+06
 40.00,4.3835e+06,45989,27022,48165,7.3878e+05,189.11,5.4783e+06
