time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,4.68e+06,4934,4934,2467,6.591e+05,0,5.3515e+06
  1.00,4.6746e+06,6190.4,4690.4,3431,6.5937e+05,0.6912,5.3551e+06
  2.00,4.6692e+06,7187.2,4680.2,4274.2,6.5973e+05,1.5918,5.3588e+06
  3.00,4.6638e+06,8048.3,4819.1,5055.1,6.6017e+05,2.681,5.3625e+06
  4.00,4.6583e+06,8849.1,5057.8,5809.9,6.6069e+05,3.9489,5.3661e+06
  5.00,4.6528e+06,9635.6,5367.6,6562.3,6.6128e+05,5.3922,5.3697e+06
  6.00,4.6471e+06,10437,5732.3,7327.9,6.6194e+05,7.0123,5.3732e+06
  7.00,4.6414e+06,11272,6143.3,8118,6.6268e+05,8.8138,5.3767e+06
  8.00,4.6355e+06,12154,6596.5,8941.4,6.6351e+05,10.803,5.38e+06
  9.00,4.6295e+06,13092,7090.4,9805.2,6.6442e+05,12.99,5.3833e+06
 10.00,4.6234e+06,14095,7625.3,10716,6.6541e+05,15.383,5.3865e+06
 11.00,4.617e+06,15170,8202.6,11679,6.665e+05,17.994,5.3896e+06
 12.00,4.6105e+06,16322,8824.5,12701,6.6769e+05,20.837,5.3925e+06
 13.00,4.6039e+06,17558,9493.6,13787,6.6898e+05,23.926,5.3954e+06
 14.00,4.597e+06,18885,10213,14944,6.7039e+05,27.277,5.3981e+06
 15.00,4.5899e+06,20309,10986,16178,6.7191e+05,30.906,5.4007e+06
 16.00,4.5826e+06,21838,11816,17495,6.7356e+05,34.833,5.4032e+06
 17.00,4.575e+06,23478,12708,18903,6.7535e+05,39.078,5.4055e+06
 18.00,4.5672e+06,25237,13666,20409,6.7728e+05,43.662,5.4077e+06
 19.00,4.5591e+06,27125,14693,22020,6.7936e+05,48.61,5.4096e+06
 20.00,4.5507e+06,29149,15796,23744,6.8161e+05,53.947,5.4114e+06
 21.00,4.5419e+06,31318,16980,25591,6.8405e+05,59.7,5.413e+06
 22.00,4.5328e+06,33643,18249,27570,6.8667e+05,65.9,5.4144e+06
 23.00,4.5234e+06,36134,19609,29690,6.8949e+05,72.577,5.4155e+06
 24.00,4.5135e+06,38801,21068,31961,6.9253e+05,79.767,5.4164e+06
 25.00,4.5032e+06,41657,22631,34395,6.9581e+05,87.505,5.417e+06
 26.00,4.4925e+06,44712,24305,37002,6.9934e+05,95.831,5.4174e+06
 27.00,4.4813e+06,47981,26098,39796,7.0314e+05,104.79,5.4174e+06
 28.00,4.4695e+06,51475,28017,42790,7.0722e+05,114.42,5.4171e+06
 29.00,4.4572e+06,55209,30071,45996,7.1161e+05,124.77,5.4165e+06
 30.00,4.4443e+06,59197,32267,49429,7.1634e+05,135.9,5.4155e+06
 31.00,4.4308e+06,63454,34615,53105,7.2142e+05,147.86,5.4141e+06
 32.00,4.4167e+06,67995,37123,57040,7.2687e+05,160.7,5.4123e+06
 33.00,4.4018e+06,72836,39802,61250,7.3274e+05,174.5,5.41e+06
 34.00,4.3862e+06,77994,42661,65754,7.3903e+05,189.31,5.4073e+06
 35.00,4.3698e+06,83485,45710,70569,7.4579e+05,205.21,5.404e+06
 36.00,4.3525e+06,89326,48961,75716,7.5305e+05,222.27,5.4003e+06
 37.00,4.3344e+06,95534,52423,81213,7.6084e+05,240.57,5.3959e+06
 38.00,4.3153e+06,1.0213e+05,56109,87084,7.6919e+05,260.2,5.3909e+06
 39.00,4.2952e+06,1.0912e+05,60029,93349,7.7814e+05,281.24,5.3853e+06
 40.00,4.2741e+06,1.1653e+05,64194,1.0003e+05,7.8774e+05,303.79,5.379e+06
 41.00,4.2519e+06,1.2438e+05,68617,1.0715e+05,7.9803e+05,327.95,5.372e+06
 42.00,4.2285e+06,1.3268e+05,73308,1.1474e+05,8.0905e+05,353.83,5.3642e+06
 43.00,4.204e+06,1.4144e+05,78279,1.2281e+05,8.2085e+05,381.54,5.3556e+06
 44.00,4.1781e+06,1.5069e+05,83540,1.314e+05,8.3348e+05,411.18,5.3462e+06
 45.00,4.151e+06,1.6042e+05,89102,1.4053e+05,8.4699e+05,442.9,5.3358e+06
 46.00,4.1224e+06,1.7066e+05,94975,1.5022e+05,8.6144e+05,476.81,5.3246e+06
 47.00,4.0925e+06,1.8141e+05,1.0117e+05,1.605e+05,8.7688e+05,513.05,5.3123e+06
 48.00,4.0611e+06,1.9267e+05,1.0769e+05,1.714e+05,8.9338e+05,551.76,5.299e+06
 49.00,4.0281e+06,2.0446e+05,1.1455e+05,1.8294e+05,9.1099e+05,593.09,5.2846e+06
 50.00,3.9936e+06,2.1677e+05,1.2174e+05,1.9514e+05,9.2979e+05,637.18,5.269e+06
 51.00,3.9574e+06,2.2959e+05,1.2929e+05,2.0802e+05,9.4983e+05,684.2,5.2523e+06
 52.00,3.9196e+06,2.4292e+05,1.3718e+05,2.2162e+05,9.712e+05,734.31,5.2344e+06
 53.00,3.8801e+06,2.5675e+05,1.4541e+05,2.3594e+05,9.9395e+05,787.68,5.2152e+06
 54.00,3.8388e+06,2.7106e+05,1.54e+05,2.5101e+05,1.0182e+06,844.48,5.1947e+06
 55.00,3.7959e+06,2.8582e+05,1.6292e+05,2.6683e+05,1.0439e+06,904.88,5.1728e+06
 56.00,3.7511e+06,3.01e+05,1.7217e+05,2.8343e+05,1.0713e+06,969.06,5.1496e+06
 57.00,3.7046e+06,3.1658e+05,1.8174e+05,3.0081e+05,1.1003e+06,1037.2,5.1249e+06
 58.00,3.6563e+06,3.325e+05,1.9161e+05,3.1897e+05,1.1312e+06,1109.5,5.0988e+06
 59.00,3.6063e+06,3.4872e+05,2.0178e+05,3.3791e+05,1.1639e+06,1186.1,5.0712e+06
 60.00,3.5546e+06,3.6518e+05,2.122e+05,3.5763e+05,1.1985e+06,1267.2,5.0421e+06
 61.00,3.5012e+06,3.8182e+05,2.2286e+05,3.7812e+05,1.2351e+06,1353.1,5.0115e+06
 62.00,3.4461e+06,3.9857e+05,2.3372e+05,3.9935e+05,1.2737e+06,1443.8,4.9794e+06
 63.00,3.3895e+06,4.1534e+05,2.4475e+05,4.2131e+05,1.3146e+06,1539.5,4.9458e+06
 64.00,3.3314e+06,4.3207e+05,2.5591e+05,4.4396e+05,1.3576e+06,1640.4,4.9107e+06
 65.00,3.2719e+06,4.4866e+05,2.6714e+05,4.6726e+05,1.403e+06,1746.7,4.8741e+06
 66.00,3.2111e+06,4.6501e+05,2.7841e+05,4.9116e+05,1.4507e+06,1858.5,4.8361e+06
 67.00,3.149e+06,4.8104e+05,2.8967e+05,5.1562e+05,1.5008e+06,1976,4.7966e+06
 68.00,3.086e+06,4.9663e+05,3.0084e+05,5.4055e+05,1.5533e+06,2099.2,4.7558e+06
 69.00,3.0219e+06,5.1168e+05,3.1188e+05,5.659e+05,1.6084e+06,2228.3,4.7137e+06
 70.00,2.9571e+06,5.2609e+05,3.2271e+05,5.9158e+05,1.666e+06,2363.3,4.6703e+06
 71.00,2.8917e+06,5.3977e+05,3.3329e+05,6.1749e+05,1.7262e+06,2504.4,4.6258e+06
 72.00,2.8257e+06,5.526e+05,3.4353e+05,6.4355e+05,1.7889e+06,2651.5,4.5801e+06
