time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,5.1486e+06,4934,4934,2467,6.591e+05,0,4.8829e+06
  1.00,5.1425e+06,6120.1,4684.3,3430.4,6.5937e+05,0.69117,4.8873e+06
  2.00,5.1365e+06,7055.1,4659.1,4270.5,6.5973e+05,1.5914,4.8917e+06
  3.00,5.1304e+06,7855.8,4776.8,5043.8,6.6017e+05,2.6789,4.8961e+06
  4.00,5.1244e+06,8593.1,4989.2,5785.9,6.6068e+05,3.9427,4.9004e+06
  5.00,5.1182e+06,9310.5,5268.3,6519.5,6.6127e+05,5.3784,4.9047e+06
  6.00,5.112e+06,10035,5597.7,7259.9,6.6193e+05,6.9857,4.909e+06
  7.00,5.1056e+06,10785,5968.7,8017.8,6.6267e+05,8.7677,4.9132e+06
  8.00,5.0991e+06,11571,6376.5,8801.3,6.6348e+05,10.729,4.9174e+06
  9.00,5.0925e+06,12402,6819.3,9617,6.6437e+05,12.877,4.9215e+06
 10.00,5.0857e+06,13285,7296.7,10470,6.6534e+05,15.22,4.9255e+06
 11.00,5.0788e+06,14225,7809.6,11367,6.664e+05,17.767,4.9295e+06
 12.00,5.0717e+06,15228,8359.3,12311,6.6756e+05,20.528,4.9334e+06
 13.00,5.0645e+06,16299,8947.6,13308,6.6881e+05,23.516,4.9373e+06
 14.00,5.057e+06,17441,9576.9,14362,6.7016e+05,26.743,4.941e+06
 15.00,5.0494e+06,18661,10249,15480,6.7162e+05,30.223,4.9447e+06
 16.00,5.0415e+06,19962,10968,16665,6.7319e+05,33.972,4.9482e+06
 17.00,5.0334e+06,21352,11736,17924,6.7489e+05,38.006,4.9517e+06
 18.00,5.025e+06,22834,12556,19262,6.7671e+05,42.343,4.9551e+06
 19.00,5.0164e+06,24415,13431,20685,6.7868e+05,47.001,4.9583e+06
 20.00,5.0075e+06,26102,14365,22199,6.8078e+05,52.003,4.9615e+06
 21.00,4.9983e+06,27900,15362,23811,6.8305e+05,57.368,4.9645e+06
 22.00,4.9887e+06,29817,16426,25528,6.8548e+05,63.123,4.9673e+06
 23.00,4.9789e+06,31859,17560,27357,6.8809e+05,69.29,4.9701e+06
