time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,5.7503e+06,4934,4934,2467,6.591e+05,0,4.2812e+06
  1.00,5.7434e+06,5855.5,4661.5,3428.4,6.5937e+05,0.69105,4.2867e+06
  2.00,5.7366e+06,6561.2,4579.9,4256.3,6.5973e+05,1.5896,4.2921e+06
  3.00,5.7298e+06,7142.2,4618.6,5001.5,6.6017e+05,2.6709,4.2976e+06
  4.00,5.723e+06,7654.4,4734.9,5696.1,6.6067e+05,3.9197,4.3031e+06
  5.00,5.7161e+06,8132.2,4903,6360.7,6.6125e+05,5.3268,4.3085e+06
  6.00,5.7092e+06,8596.8,5107.2,7009.1,6.6189e+05,6.8868,4.314e+06
  7.00,5.7022e+06,9061.4,5338.3,7650.6,6.6259e+05,8.5972,4.3194e+06
  8.00,5.6951e+06,9534.4,5590.8,8291.7,6.6336e+05,10.457,4.3248e+06
  9.00,5.688e+06,10021,5861.7,8937.5,6.6419e+05,12.467,4.3302e+06
 10.00,5.6807e+06,10526,6149.1,9591.8,6.6509e+05,14.629,4.3356e+06
 11.00,5.6733e+06,11051,6452.3,10258,6.6605e+05,16.944,4.341e+06
 12.00,5.6659e+06,11598,6771.1,10939,6.6708e+05,19.417,4.3464e+06
 13.00,5.6583e+06,12169,7105.6,11636,6.6818e+05,22.05,4.3517e+06
 14.00,5.6506e+06,12765,7456,12354,6.6935e+05,24.849,4.357e+06
 15.00,5.6428e+06,13388,7822.8,13093,6.7059e+05,27.817,4.3624e+06
 16.00,5.6348e+06,14038,8206.6,13855,6.7191e+05,30.96,4.3677e+06
 17.00,5.6268e+06,14718,8608,14644,6.733e+05,34.285,4.373e+06
 18.00,5.6185e+06,15427,9027.5,15460,6.7477e+05,37.796,4.3782e+06
 19.00,5.6102e+06,16167,9466,16306,6.7633e+05,41.502,4.3835e+06
 20.00,5.6017e+06,16940,9924,17184,6.7797e+05,45.408,4.3887e+06
 21.00,5.593e+06,17747,10402,18096,6.797e+05,49.523,4.3939e+06
 22.00,5.5841e+06,18588,10902,19043,6.8152e+05,53.856,4.3991e+06
 23.00,5.5751e+06,19465,11423,20028,6.8344e+05,58.413,4.4043e+06
 24.00,5.5659e+06,20380,11967,21054,6.8546e+05,63.205,4.4095e+06
 25.00,5.5566e+06,21333,12535,22120,6.8759e+05,68.241,4.4146e+06
 26.00,5.547e+06,22327,13127,23231,6.8982e+05,73.531,4.4197e+06
 27.00,5.5372e+06,23361,13744,24387,6.9216e+05,79.086,4.4248e+06
 28.00,5.5272e+06,24438,14387,25592,6.9462e+05,84.916,4.4299e+06
 29.00,5.517e+06,25559,15057,26846,6.9721e+05,91.033,4.4349e+06
 30.00,5.5066e+06,26725,15755,28152,6.9992e+05,97.448,4.44e+06
 31.00,5.4959e+06,27937,16482,29513,7.0277e+05,104.17,4.4449e+06
 32.00,5.485e+06,29198,17239,30930,7.0575e+05,111.23,4.4499e+06
 33.00,5.4738e+06,30508,18026,32405,7.0888e+05,118.61,4.4549e+06
 34.00,5.4624e+06,31869,18844,33942,7.1215e+05,126.35,4.4598e+06
 35.00,5.4507e+06,33281,19695,35541,7.1559e+05,134.46,4.4646e+06
 36.00,5.4387e+06,34747,20579,37206,7.1918e+05,142.94,4.4695e+06
 37.00,5.4264e+06,36268,21498,38938,7.2295e+05,151.83,4.4743e+06
 38.00,5.4138e+06,37844,22452,40739,7.2689e+05,161.12,4.4791e+06
 39.00,5.4009e+06,39477,23441,42613,7.3101e+05,170.84,4.4839e+06
 40.00,5.3876e+06,41169,24468,44562,7.3533e+05,181.01,4.4886e+06
 41.00,5.3741e+06,42919,25532,46586,7.3984e+05,191.64,4.4933e+06
 42.00,5.3602e+06,44730,26635,48690,7.4455e+05,202.76,4.4979e+06
 43.00,5.3459e+06,46603,27777,50875,7.4948e+05,214.37,4.5025e+06
 44.00,5.3312e+06,48537,28960,53143,7.5464e+05,226.51,4.5071e+06
 45.00,5.3162e+06,50535,30183,55497,7.6002e+05,239.18,4.5116e+06
 46.00,5.3008e+06,52596,31448,57939,7.6564e+05,252.41,4.5161e+06
 47.00,5.285e+06,54722,32755,60471,7.7151e+05,266.22,4.5206e+06
 48.00,5.2687e+06,56912,34105,63095,7.7763e+05,280.64,4.525e+06
 49.00,5.2521e+06,59167,35498,65812,7.8402e+05,295.68,4.5293e+06
 50.00,5.235e+06,61488,36935,68626,7.9069e+05,311.36,4.5336e+06
 51.00,5.2175e+06,63873,38415,71538,7.9764e+05,327.71,4.5379e+06
 52.00,5.1995e+06,66323,39940,74549,8.0489e+05,344.75,4.5421e+06
 53.00,5.1811e+06,68838,41509,77661,8.1244e+05,362.51,4.5462e+06
 54.00,5.1621e+06,71417,43122,80876,8.2031e+05,381,4.5503e+06
 55.00,5.1427e+06,74059,44779,84194,8.285e+05,400.26,4.5544e+06
 56.00,5.1228e+06,76763,46481,87618,8.3702e+05,420.3,4.5584e+06
 57.00,5.1024e+06,79527,48226,91148,8.459e+05,441.15,4.5623e+06
