time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,1.4692e+06,4934,4934,2467,6.591e+05,0,8.5624e+06
  1.00,1.4681e+06,4704.8,4562,3419.5,6.5937e+05,0.69051,8.5633e+06
  2.00,1.467e+06,4470.3,4238.9,4194.8,6.5973e+05,1.582,8.5642e+06
  3.00,1.466e+06,4236.8,3953,4820.4,6.6015e+05,2.6365,8.5652e+06
  4.00,1.465e+06,4008.2,3696.4,5318.8,6.6063e+05,3.8217,8.5662e+06
  5.00,1.464e+06,3787,3463.2,5708.6,6.6116e+05,5.1101,8.5672e+06
  6.00,1.4631e+06,3574.6,3249.3,6005.5,6.6171e+05,6.4785,8.5682e+06
  7.00,1.4622e+06,3371.8,3051.8,6222.7,6.623e+05,7.9065,8.5692e+06
  8.00,1.4612e+06,3178.9,2868.3,6371.6,6.629e+05,9.3771,8.5702e+06
  9.00,1.4604e+06,2995.9,2697.4,6462,6.6351e+05,10.875,8.5712e+06
 10.00,1.4595e+06,2822.7,2537.5,6502.5,6.6413e+05,12.389,8.5722e+06
 11.00,1.4586e+06,2659,2387.8,6500.4,6.6475e+05,13.907,8.5732e+06
 12.00,1.4578e+06,2504.4,2247.3,6462.2,6.6537e+05,15.42,8.5742e+06
 13.00,1.457e+06,2358.5,2115.3,6393.5,6.6599e+05,16.92,8.5753e+06
 14.00,1.4562e+06,2220.8,1991.2,6299.3,6.666e+05,18.401,8.5763e+06
 15.00,1.4554e+06,2091.1,1874.5,6183.9,6.6719e+05,19.858,8.5774e+06
 16.00,1.4546e+06,1968.8,1764.7,6051.2,6.6777e+05,21.286,8.5784e+06
 17.00,1.4538e+06,1853.6,1661.4,5904.5,6.6834e+05,22.681,8.5794e+06
 18.00,1.453e+06,1745,1564.1,5746.6,6.689e+05,24.04,8.5805e+06
 19.00,1.4523e+06,1642.8,1472.5,5580,6.6944e+05,25.362,8.5815e+06
 20.00,1.4515e+06,1546.4,1386.2,5407.1,6.6996e+05,26.644,8.5826e+06
 21.00,1.4508e+06,1455.7,1305,5229.6,6.7046e+05,27.885,8.5837e+06
 22.00,1.45e+06,1370.3,1228.5,5049.3,6.7095e+05,29.084,8.5847e+06
 23.00,1.4493e+06,1289.8,1156.5,4867.6,6.7141e+05,30.241,8.5858e+06
 24.00,1.4486e+06,1214.1,1088.7,4685.6,6.7186e+05,31.356,8.5868e+06
 25.00,1.4479e+06,1142.7,1024.8,4504.5,6.7229e+05,32.428,8.5879e+06
 26.00,1.4472e+06,1075.6,964.7,4325.1,6.7271e+05,33.458,8.589e+06
 27.00,1.4465e+06,1012.3,908.07,4148.1,6.731e+05,34.446,8.59e+06
 28.00,1.4458e+06,952.75,854.74,3974.2,6.7348e+05,35.394,8.5911e+06
 29.00,1.4451e+06,896.68,804.53,3803.9,6.7384e+05,36.301,8.5922e+06
 30.00,1.4445e+06,843.89,757.25,3637.6,6.7419e+05,37.169,8.5933e+06
 31.00,1.4438e+06,794.19,712.73,3475.6,6.7451e+05,37.999,8.5943e+06
 32.00,1.4431e+06,747.4,670.82,3318.2,6.7483e+05,38.792,8.5954e+06
 33.00,1.4425e+06,703.36,631.35,3165.6,6.7512e+05,39.548,8.5965e+06
 34.00,1.4418e+06,661.89,594.2,3017.9,6.754e+05,40.269,8.5976e+06
 35.00,1.4411e+06,622.86,559.21,2875.2,6.7567e+05,40.957,8.5986e+06
 36.00,1.4405e+06,586.11,526.28,2737.6,6.7592e+05,41.611,8.5997e+06
 37.00,1.4398e+06,551.53,495.28,2605.1,6.7616e+05,42.235,8.6008e+06
 38.00,1.4392e+06,518.97,466.09,2477.7,6.7639e+05,42.828,8.6019e+06
 39.00,1.4386e+06,488.32,438.61,2355.3,6.766e+05,43.391,8.603e+06
 40.00,1.4379e+06,459.48,412.74,2237.8,6.768e+05,43.927,8.604e+06
 41.00,1.4373e+06,432.32,388.4,2125.2,6.7699e+05,44.436,8.6051e+06
 42.00,1.4367e+06,406.77,365.48,2017.5,6.7717e+05,44.919,8.6062e+06
 43.00,1.436e+06,382.72,343.9,1914.4,6.7734e+05,45.378,8.6073e+06
 44.00,1.4354e+06,360.08,323.59,1815.8,6.775e+05,45.813,8.6084e+06
 45.00,1.4348e+06,338.78,304.48,1721.8,6.7765e+05,46.226,8.6095e+06
 46.00,1.4342e+06,318.72,286.49,1632,6.7779e+05,46.617,8.6105e+06
 47.00,1.4336e+06,299.85,269.55,1546.3,6.7792e+05,46.987,8.6116e+06
 48.00,1.4329e+06,282.1,253.61,1464.8,6.7805e+05,47.339,8.6127e+06
 49.00,1.4323e+06,265.38,238.61,1387.1,6.7816e+05,47.671,8.6138e+06
 50.00,1.4317e+06,249.66,224.49,1313.1,6.7827e+05,47.986,8.6149e+06
 51.00,1.4311e+06,234.86,211.21,1242.7,6.7837e+05,48.284,8.6159e+06
 52.00,1.4305e+06,220.93,198.7,1175.9,6.7846e+05,48.566,8.617e+06
 53.00,1.4299e+06,207.83,186.93,1112.3,6.7855e+05,48.833,8.6181e+06
 54.00,1.4293e+06,195.49,175.86,1051.9,6.7863e+05,49.086,8.6192e+06
 55.00,1.4287e+06,183.89,165.44,994.58,6.7871e+05,49.324,8.6203e+06
 56.00,1.4281e+06,172.97,155.63,940.18,6.7878e+05,49.55,8.6213e+06
 57.00,1.4275e+06,162.7,146.4,888.56,6.7884e+05,49.763,8.6224e+06
 58.00,1.4269e+06,153.03,137.72,839.61,6.789e+05,49.965,8.6235e+06
 59.00,1.4263e+06,143.94,129.55,793.21,6.7895e+05,50.155,8.6246e+06
 60.00,1.4257e+06,135.38,121.86,749.24,6.79e+05,50.335,8.6257e+06
 61.00,1.4251e+06,127.33,114.62,707.58,6.7905e+05,50.505,8.6267e+06
 62.00,1.4245e+06,119.76,107.82,668.12,6.7909e+05,50.666,8.6278e+06
 63.00,1.4239e+06,112.63,101.41,630.77,6.7913e+05,50.817,8.6289e+06
 64.00,1.4233e+06,105.93,95.384,595.41,6.7916e+05,50.96,8.63e+06
 65.00,1.4227e+06,99.624,89.714,561.95,6.7919e+05,51.095,8.6311e+06
 66.00,1.4221e+06,93.691,84.379,530.29,6.7922e+05,51.223,8.6321e+06
 67.00,1.4216e+06,88.11,79.36,500.35,6.7925e+05,51.343,8.6332e+06
 68.00,1.421e+06,82.86,74.638,472.04,6.7927e+05,51.456,8.6343e+06
 69.00,1.4204e+06,77.921,70.196,445.27,6.7929e+05,51.563,8.6354e+06
 70.00,1.4198e+06,73.275,66.017,419.97,6.793e+05,51.664,8.6364e+06
 71.00,1.4192e+06,68.905,62.086,396.06,6.7932e+05,51.759,8.6375e+06
 72.00,1.4186e+06,64.794,58.387,373.47,6.7933e+05,51.849,8.6386e+06
 73.00,1.4181e+06,60.927,54.908,352.13,6.7934e+05,51.934,8.6397e+06
 74.00,1.4175e+06,57.29,51.635,331.98,6.7934e+05,52.014,8.6407e+06
 75.00,1.4169e+06,53.869,48.556,312.95,6.7935e+05,52.089,8.6418e+06
 76.00,1.4163e+06,50.652,45.66,294.97,6.7935e+05,52.16,8.6429e+06
 77.00,1.4157e+06,47.625,42.936,278.01,6.7935e+05,52.226,8.644e+06
 78.00,1.4152e+06,44.779,40.374,262,6.7935e+05,52.289,8.645e+06
 79.00,1.4146e+06,42.102,37.964,246.88,6.7935e+05,52.349,8.6461e+06
 80.00,1.414e+06,39.584,35.697,232.62,6.7935e+05,52.405,8.6472e+06
 81.00,1.4134e+06,37.217,33.565,219.17,6.7935e+05,52.457,8.6482e+06
 82.00,1.4129e+06,34.99,31.559,206.47,6.7934e+05,52.507,8.6493e+06
 83.00,1.4123e+06,32.896,29.673,194.5,6.7933e+05,52.554,8.6504e+06
 84.00,1.4117e+06,30.926,27.899,183.21,6.7932e+05,52.598,8.6514e+06
 85.00,1.4112e+06,29.074,26.231,172.56,6.7932e+05,52.639,8.6525e+06
 86.00,1.4106e+06,27.332,24.662,162.52,6.7931e+05,52.678,8.6536e+06
 87.00,1.41e+06,25.695,23.186,153.05,6.7929e+05,52.715,8.6546e+06
 88.00,1.4094e+06,24.155,21.798,144.12,6.7928e+05,52.75,8.6557e+06
 89.00,1.4089e+06,22.706,20.493,135.71,6.7927e+05,52.783,8.6568e+06
 90.00,1.4083e+06,21.345,19.266,127.78,6.7926e+05,52.813,8.6578e+06
 91.00,1.4077e+06,20.064,18.112,120.31,6.7924e+05,52.842,8.6589e+06
 92.00,1.4072e+06,18.86,17.027,113.26,6.7923e+05,52.869,8.66e+06
 93.00,1.4066e+06,17.728,16.006,106.62,6.7921e+05,52.895,8.661e+06
 94.00,1.406e+06,16.664,15.046,100.37,6.7919e+05,52.919,8.6621e+06
 95.00,1.4055e+06,15.663,14.144,94.478,6.7918e+05,52.942,8.6632e+06
 96.00,1.4049e+06,14.722,13.296,88.927,6.7916e+05,52.963,8.6642e+06
 97.00,1.4044e+06,13.837,12.498,83.698,6.7914e+05,52.984,8.6653e+06
 98.00,1.4038e+06,13.005,11.748,78.772,6.7912e+05,53.002,8.6663e+06
 99.00,1.4032e+06,12.223,11.042,74.133,6.791e+05,53.02,8.6674e+06
100.00,1.4027e+06,11.488,10.379,69.763,6.7908e+05,53.037,8.6685e+06
101.00,1.4021e+06,10.797,9.7555,65.648,6.7906e+05,53.053,8.6695e+06
102.00,1.4016e+06,10.147,9.1692,61.773,6.7904e+05,53.068,8.6706e+06
103.00,1.401e+06,9.5365,8.6181,58.125,6.7902e+05,53.082,8.6716e+06
104.00,1.4004e+06,8.9623,8.0999,54.689,6.79e+05,53.095,8.6727e+06
105.00,1.3999e+06,8.4225,7.6127,51.454,6.7898e+05,53.107,8.6737e+06
106.00,1.3993e+06,7.9151,7.1547,48.409,6.7896e+05,53.119,8.6748e+06
107.00,1.3988e+06,7.4381,6.7241,45.542,6.7893e+05,53.13,8.6759e+06
108.00,1.3982e+06,6.9897,6.3194,42.843,6.7891e+05,53.14,8.6769e+06
109.00,1.3977e+06,6.5682,5.9389,40.303,6.7889e+05,53.15,8.678e+06
110.00,1.3971e+06,6.1721,5.5812,37.912,6.7886e+05,53.159,8.679e+06
111.00,1.3966e+06,5.7997,5.2449,35.661,6.7884e+05,53.168,8.6801e+06
112.00,1.396e+06,5.4497,4.9288,33.543,6.7882e+05,53.176,8.6811e+06
113.00,1.3954e+06,5.1207,4.6317,31.549,6.7879e+05,53.183,8.6822e+06
