time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,2.5394e+06,4934,4934,2467,6.591e+05,0,7.4921e+06
  1.00,2.5369e+06,5423.9,4624.3,3425.1,6.5937e+05,0.69085,7.4937e+06
  2.00,2.5344e+06,5767.3,4451.4,4233.2,6.5973e+05,1.5868,7.4953e+06
  3.00,2.5319e+06,6018.7,4365.2,4933.1,6.6016e+05,2.658,7.4969e+06
  4.00,2.5295e+06,6212.4,4333.9,5552.3,6.6066e+05,3.8826,7.4986e+06
  5.00,2.527e+06,6370.1,4337.7,6109.6,6.6121e+05,5.2442,7.5003e+06
  6.00,2.5246e+06,6505.5,4363.7,6617.9,6.6182e+05,6.73,7.5019e+06
  7.00,2.5221e+06,6627.1,4404.2,7086.3,6.6248e+05,8.3295,7.5035e+06
  8.00,2.5197e+06,6740.5,4453.9,7521.6,6.6318e+05,10.034,7.5052e+06
  9.00,2.5172e+06,6849.1,4509.9,7928.8,6.6392e+05,11.837,7.5068e+06
 10.00,2.5147e+06,6955,4570,8311.9,6.6471e+05,13.733,7.5084e+06
 11.00,2.5123e+06,7059.7,4633,8673.9,6.6553e+05,15.715,7.51e+06
 12.00,2.5098e+06,7164,4698.2,9017.6,6.6638e+05,17.779,7.5116e+06
 13.00,2.5073e+06,7268.4,4764.9,9345.2,6.6727e+05,19.922,7.5132e+06
 14.00,2.5048e+06,7373.3,4832.9,9658.5,6.6819e+05,22.139,7.5147e+06
 15.00,2.5023e+06,7479,4902,9959.2,6.6914e+05,24.428,7.5163e+06
 16.00,2.4998e+06,7585.5,4972.1,10249,6.7012e+05,26.786,7.5178e+06
 17.00,2.4972e+06,7692.9,5043.1,10528,6.7113e+05,29.21,7.5194e+06
 18.00,2.4947e+06,7801.3,5114.9,10799,6.7217e+05,31.698,7.5209e+06
 19.00,2.4922e+06,7910.8,5187.5,11062,6.7323e+05,34.249,7.5224e+06
 20.00,2.4896e+06,8021.3,5260.9,11319,6.7432e+05,36.86,7.5239e+06
 21.00,2.487e+06,8132.9,5335,11570,6.7543e+05,39.531,7.5254e+06
 22.00,2.4845e+06,8245.5,5409.9,11815,6.7657e+05,42.259,7.5268e+06
 23.00,2.4819e+06,8359.3,5485.6,12056,6.7773e+05,45.044,7.5283e+06
 24.00,2.4793e+06,8474.1,5562.1,12293,6.7892e+05,47.885,7.5297e+06
 25.00,2.4767e+06,8590.1,5639.3,12527,6.8013e+05,50.78,7.5311e+06
 26.00,2.4741e+06,8707.1,5717.2,12758,6.8136e+05,53.73,7.5326e+06
 27.00,2.4715e+06,8825.2,5796,12986,6.8262e+05,56.734,7.534e+06
 28.00,2.4689e+06,8944.4,5875.4,13213,6.839e+05,59.791,7.5354e+06
 29.00,2.4663e+06,9064.7,5955.7,13438,6.852e+05,62.9,7.5367e+06
 30.00,2.4636e+06,9186,6036.6,13662,6.8652e+05,66.062,7.5381e+06
 31.00,2.461e+06,9308.5,6118.4,13885,6.8787e+05,69.276,7.5394e+06
 32.00,2.4583e+06,9432,6200.9,14108,6.8923e+05,72.541,7.5408e+06
 33.00,2.4557e+06,9556.6,6284.1,14330,6.9062e+05,75.859,7.5421e+06
 34.00,2.453e+06,9682.2,6368.1,14551,6.9203e+05,79.229,7.5434e+06
 35.00,2.4503e+06,9808.9,6452.8,14773,6.9347e+05,82.65,7.5447e+06
 36.00,2.4476e+06,9936.7,6538.2,14995,6.9492e+05,86.123,7.546e+06
 37.00,2.4449e+06,10066,6624.4,15218,6.964e+05,89.648,7.5472e+06
 38.00,2.4422e+06,10195,6711.4,15441,6.979e+05,93.224,7.5485e+06
 39.00,2.4394e+06,10326,6799,15664,6.9942e+05,96.853,7.5497e+06
 40.00,2.4367e+06,10458,6887.4,15889,7.0097e+05,100.53,7.5509e+06
 41.00,2.434e+06,10591,6976.6,16114,7.0254e+05,104.27,7.5521e+06
 42.00,2.4312e+06,10725,7066.4,16340,7.0412e+05,108.05,7.5533e+06
 43.00,2.4284e+06,10860,7157,16568,7.0574e+05,111.89,7.5545e+06
 44.00,2.4257e+06,10996,7248.2,16796,7.0737e+05,115.79,7.5556e+06
 45.00,2.4229e+06,11133,7340.2,17026,7.0903e+05,119.73,7.5568e+06
 46.00,2.4201e+06,11271,7432.9,17257,7.1071e+05,123.73,7.5579e+06
 47.00,2.4173e+06,11410,7526.3,17489,7.1241e+05,127.79,7.559e+06
 48.00,2.4144e+06,11550,7620.3,17723,7.1414e+05,131.89,7.5601e+06
 49.00,2.4116e+06,11691,7715.1,17958,7.1589e+05,136.06,7.5612e+06
 50.00,2.4088e+06,11833,7810.5,18195,7.1766e+05,140.27,7.5623e+06
 51.00,2.4059e+06,11976,7906.6,18433,7.1946e+05,144.55,7.5633e+06
 52.00,2.4031e+06,12120,8003.4,18672,7.2128e+05,148.88,7.5644e+06
 53.00,2.4002e+06,12264,8100.8,18913,7.2312e+05,153.26,7.5654e+06
 54.00,2.3973e+06,12410,8198.9,19156,7.2499e+05,157.7,7.5664e+06
 55.00,2.3944e+06,12556,8297.6,19400,7.2688e+05,162.2,7.5674e+06
 56.00,2.3915e+06,12703,8396.9,19646,7.288e+05,166.76,7.5683e+06
 57.00,2.3886e+06,12851,8496.8,19894,7.3074e+05,171.37,7.5693e+06
 58.00,2.3856e+06,13000,8597.4,20143,7.327e+05,176.04,7.5702e+06
 59.00,2.3827e+06,13150,8698.5,20393,7.3469e+05,180.77,7.5711e+06
 60.00,2.3797e+06,13300,8800.3,20645,7.3671e+05,185.56,7.572e+06
 61.00,2.3768e+06,13452,8902.6,20899,7.3875e+05,190.4,7.5729e+06
 62.00,2.3738e+06,13604,9005.5,21154,7.4082e+05,195.31,7.5738e+06
 63.00,2.3708e+06,13756,9108.9,21411,7.4291e+05,200.28,7.5746e+06
 64.00,2.3678e+06,13910,9212.9,21670,7.4503e+05,205.3,7.5755e+06
 65.00,2.3648e+06,14064,9317.4,21929,7.4717e+05,210.39,7.5763e+06
 66.00,2.3618e+06,14219,9422.5,22191,7.4934e+05,215.54,7.5771e+06
 67.00,2.3588e+06,14374,9528,22454,7.5153e+05,220.74,7.5779e+06
