time,susceptible,exposed,infectious,quarantined,recovered,dead,vaccinated
  0.00,1.4692e+06,4934,4934,2467,6.591e+05,0,8.5624e+06
  1.00,1.4681e+06,5445.7,4626.1,3425.3,6.5937e+05,0.69086,8.5625e+06
  2.00,1.467e+06,5807.6,4457.9,4234.4,6.5973e+05,1.5869,8.5627e+06
  3.00,1.4659e+06,6075.6,4378,4936.5,6.6016e+05,2.6586,8.5629e+06
  4.00,1.4649e+06,6285.1,4354.2,5559.6,6.6066e+05,3.8845,8.5631e+06
  5.00,1.4639e+06,6458.4,4366.2,6122.3,6.6121e+05,5.2484,8.5633e+06
  6.00,1.4628e+06,6609.5,4401.1,6637.6,6.6182e+05,6.7379,8.5635e+06
  7.00,1.4618e+06,6747.2,4450.8,7114.7,6.6248e+05,8.343,8.5637e+06
  8.00,1.4607e+06,6877.2,4510.4,7560.2,6.6319e+05,10.056,8.5639e+06
  9.00,1.4596e+06,7003,4576.6,7979.2,6.6394e+05,11.869,8.5641e+06
 10.00,1.4586e+06,7126.7,4647.3,8375.5,6.6473e+05,13.778,8.5642e+06
 11.00,1.4575e+06,7249.9,4721.4,8752.3,6.6555e+05,15.776,8.5644e+06
 12.00,1.4564e+06,7373.3,4798.1,9112.1,6.6642e+05,17.861,8.5645e+06
 13.00,1.4554e+06,7497.7,4876.8,9457.2,6.6732e+05,20.027,8.5646e+06
 14.00,1.4543e+06,7623.2,4957.3,9789.5,6.6825e+05,22.273,8.5647e+06
 15.00,1.4532e+06,7750.3,5039.4,10110,6.6921e+05,24.595,8.5647e+06
 16.00,1.4521e+06,7879,5122.9,10422,6.7021e+05,26.99,8.5648e+06
 17.00,1.451e+06,8009.5,5207.8,10724,6.7124e+05,29.458,8.5648e+06
 18.00,1.4499e+06,8141.8,5294,11020,6.7229e+05,31.995,8.5648e+06
 19.00,1.4488e+06,8275.9,5381.7,11309,6.7338e+05,34.6,8.5648e+06
 20.00,1.4476e+06,8412,5470.6,11592,6.7449e+05,37.272,8.5648e+06
 21.00,1.4465e+06,8550.1,5560.9,11872,6.7564e+05,40.009,8.5648e+06
 22.00,1.4454e+06,8690.2,5652.5,12147,6.7681e+05,42.811,8.5647e+06
 23.00,1.4442e+06,8832.2,5745.5,12419,6.78e+05,45.678,8.5646e+06
 24.00,1.4431e+06,8976.3,5839.8,12689,6.7923e+05,48.607,8.5645e+06
 25.00,1.4419e+06,9122.5,5935.6,12957,6.8048e+05,51.599,8.5644e+06
 26.00,1.4407e+06,9270.8,6032.7,13224,6.8176e+05,54.654,8.5642e+06
 27.00,1.4396e+06,9421.2,6131.2,13490,6.8306e+05,57.77,8.5641e+06
 28.00,1.4384e+06,9573.7,6231.1,13755,6.8439e+05,60.949,8.5639e+06
 29.00,1.4372e+06,9728.4,6332.5,14020,6.8575e+05,64.189,8.5636e+06
 30.00,1.436e+06,9885.3,6435.3,14286,6.8713e+05,67.492,8.5634e+06
 31.00,1.4348e+06,10044,6539.6,14553,6.8854e+05,70.856,8.5631e+06
 32.00,1.4336e+06,10206,6645.4,14820,6.8998e+05,74.283,8.5629e+06
 33.00,1.4323e+06,10369,6752.6,15089,6.9144e+05,77.772,8.5626e+06
 34.00,1.4311e+06,10535,6861.4,15359,6.9293e+05,81.324,8.5622e+06
 35.00,1.4299e+06,10703,6971.7,15631,6.9445e+05,84.94,8.5619e+06
 36.00,1.4286e+06,10873,7083.5,15904,6.9599e+05,88.619,8.5615e+06
 37.00,1.4273e+06,11046,7196.8,16180,6.9756e+05,92.362,8.5611e+06
 38.00,1.4261e+06,11221,7311.8,16459,6.9916e+05,96.17,8.5607e+06
 39.00,1.4248e+06,11398,7428.3,16739,7.0079e+05,100.04,8.5602e+06
 40.00,1.4235e+06,11578,7546.3,17023,7.0244e+05,103.98,8.5597e+06
 41.00,1.4222e+06,11760,7666,17309,7.0412e+05,107.99,8.5592e+06
 42.00,1.4209e+06,11944,7787.3,17599,7.0583e+05,112.06,8.5587e+06
 43.00,1.4196e+06,12131,7910.2,17891,7.0757e+05,116.2,8.5581e+06
 44.00,1.4183e+06,12321,8034.8,18186,7.0934e+05,120.41,8.5575e+06
 45.00,1.417e+06,12512,8161,18485,7.1114e+05,124.69,8.5569e+06
 46.00,1.4156e+06,12707,8288.8,18788,7.1297e+05,129.04,8.5563e+06
 47.00,1.4143e+06,12903,8418.4,19093,7.1483e+05,133.46,8.5556e+06
 48.00,1.4129e+06,13103,8549.6,19403,7.1672e+05,137.95,8.5549e+06
 49.00,1.4115e+06,13305,8682.6,19716,7.1864e+05,142.51,8.5542e+06
 50.00,1.4101e+06,13509,8817.2,20032,7.2059e+05,147.15,8.5534e+06
 51.00,1.4087e+06,13716,8953.6,20353,7.2258e+05,151.86,8.5527e+06
 52.00,1.4073e+06,13925,9091.6,20677,7.2459e+05,156.65,8.5518e+06
 53.00,1.4059e+06,14137,9231.5,21006,7.2664e+05,161.51,8.551e+06
 54.00,1.4045e+06,14352,9373.1,21338,7.2872e+05,166.45,8.5501e+06
 55.00,1.4031e+06,14569,9516.4,21675,7.3084e+05,171.47,8.5492e+06
 56.00,1.4016e+06,14789,9661.5,22015,7.3298e+05,176.56,8.5483e+06
 57.00,1.4002e+06,15011,9808.4,22360,7.3517e+05,181.74,8.5473e+06
 58.00,1.3987e+06,15236,9957.1,22709,7.3738e+05,187,8.5463e+06
 59.00,1.3972e+06,15464,10108,23062,7.3963e+05,192.34,8.5453e+06
 60.00,1.3957e+06,15694,10260,23420,7.4192e+05,197.76,8.5442e+06
 61.00,1.3942e+06,15927,10414,23782,7.4424e+05,203.27,8.5431e+06
 62.00,1.3927e+06,16163,10570,24148,7.466e+05,208.86,8.542e+06
 63.00,1.3912e+06,16401,10727,24519,7.49e+05,214.54,8.5408e+06
 64.00,1.3896e+06,16642,10887,24894,7.5143e+05,220.3,8.5396e+06
 65.00,1.3881e+06,16886,11048,25274,7.539e+05,226.15,8.5384e+06
 66.00,1.3865e+06,17132,11212,25658,7.5641e+05,232.1,8.5371e+06
 67.00,1.385e+06,17381,11377,26047,7.5895e+05,238.13,8.5358e+06
 68.00,1.3834e+06,17633,11543,26441,7.6154e+05,244.25,8.5344e+06
 69.00,1.3818e+06,17887,11712,26839,7.6416e+05,250.47,8.5331e+06
 70.00,1.3802e+06,18144,11883,27241,7.6683e+05,256.78,8.5316e+06
 71.00,1.3785e+06,18404,12055,27649,7.6953e+05,263.18,8.5302e+06
 72.00,1.3769e+06,18667,12229,28061,7.7227e+05,269.68,8.5287e+06
 73.00,1.3752e+06,18932,12405,28477,7.7506e+05,276.28,8.5272e+06
 74.00,1.3736e+06,19199,12583,28899,7.7789e+05,282.97,8.5256e+06
 75.00,1.3719e+06,19470,12763,29325,7.8076e+05,289.76,8.524e+06
 76.00,1.3702e+06,19743,12945,29756,7.8367e+05,296.66,8.5224e+06
